"YYYY","MM","DD","ATMP","WTMP"
"8106",2010,12,6,12.5,24.4
"8130",2010,12,7,10.3,23.5
"8154",2010,12,8,9.3,23.6
"8178",2010,12,9,13.2,23.7
"8202",2010,12,10,13.7,23.4
"8226",2010,12,11,16.9,24.1
"8250",2010,12,12,16.5,24.1
"8274",2010,12,13,13.7,23.2
"8322",2010,12,15,8.5,20.8
"8346",2010,12,16,18.8,18.9
"8370",2010,12,17,21.9,22.5
"8394",2010,12,18,23.6,22.7
"8418",2010,12,19,17.7,22.5
"8442",2010,12,20,11.6,22
"8466",2010,12,21,19.9,22
"8490",2010,12,22,18.7,23
"8514",2010,12,23,18.7,22.4
"8538",2010,12,24,14.1,22.2
"8562",2010,12,25,20.8,22.5
"8586",2010,12,26,19.2,22.5
"86101",2010,12,27,8,21.3
"8634",2010,12,28,8,17.7
"8658",2010,12,29,12.8,18.5
"8682",2010,12,30,21,22
"8706",2010,12,31,21.8,22.2
"1413",2011,1,1,22.3,22.4
"3813",2011,1,2,22.7,22.3
"6213",2011,1,3,20.5,22.1
"8612",2011,1,4,22.7,23
"11011",2011,1,5,23,23.7
"13410",2011,1,6,22.4,22.8
"15810",2011,1,7,14.6,21.4
"18210",2011,1,8,19.5,21.5
"20610",2011,1,9,17.1,21.5
"23010",2011,1,10,22.5,22.4
"25410",2011,1,11,22.2,22.4
"27810",2011,1,12,17,22.4
"30210",2011,1,13,10.1,20.5
"32610",2011,1,14,13.7,20.4
"35010",2011,1,15,20.1,21.1
"37410",2011,1,16,21.1,20.8
"39811",2011,1,17,22.8,22
"42210",2011,1,18,23,22.5
"44610",2011,1,19,23.3,22.4
"47011",2011,1,20,21.1,22.1
"49411",2011,1,21,23.6,22.4
"51811",2011,1,22,21.4,22.4
"54212",2011,1,23,10.4,20.2
"56611",2011,1,24,20.5,21.4
"59011",2011,1,25,22.3,21.7
"61411",2011,1,26,21.4,21.9
"63811",2011,1,27,15,21.7
"66211",2011,1,28,12.8,20.8
"68611",2011,1,29,14.3,21
"71011",2011,1,30,16.7,20.6
"73411",2011,1,31,21.6,20.7
"75811",2011,2,1,22.3,21.5
"78210",2011,2,2,23.1,21.7
"80610",2011,2,3,23.4,22.5
"83010",2011,2,4,23.3,22.7
"8548",2011,2,5,23.3,23
"8788",2011,2,6,23.3,22.6
"9028",2011,2,7,23.7,22.9
"9268",2011,2,8,19.8,22.8
"9508",2011,2,9,21.2,22.5
"9747",2011,2,10,23.4,22.6
"9987",2011,2,11,21.4,21.7
"10226",2011,2,12,15.1,21.2
"10466",2011,2,13,14.1,20.7
"10706",2011,2,14,20.2,21.2
"10946",2011,2,15,16.2,21.5
"11186",2011,2,16,21.1,21.2
"11426",2011,2,17,22.1,21.3
"11666",2011,2,18,21.6,22
"11906",2011,2,19,22,22.1
"12146",2011,2,20,19.3,21.8
"12386",2011,2,21,22.8,22
"12626",2011,2,22,23.3,22.3
"12866",2011,2,23,21.6,22.3
"13106",2011,2,24,23.2,22.4
"13346",2011,2,25,23.4,22.4
"13586",2011,2,26,23.4,22.4
"13826",2011,2,27,23.7,22.8
"14066",2011,2,28,23.9,23.2
"14306",2011,3,1,23.5,23.1
"14546",2011,3,2,23.3,22.3
"14786",2011,3,3,22.2,22.6
"15026",2011,3,4,22.1,22.6
"15266",2011,3,5,22.3,23.3
"15506",2011,3,6,23.8,23.4
"15746",2011,3,7,18.4,24.2
"15986",2011,3,8,23.7,24.3
"16226",2011,3,9,23.6,24.4
"16466",2011,3,10,24.4,24.5
"16706",2011,3,11,13.8,23.8
"16946",2011,3,12,16.8,23.2
"17186",2011,3,13,20.5,24.2
"17426",2011,3,14,21,23.9
"17666",2011,3,15,22.3,23.8
"17906",2011,3,16,23,23.7
"18146",2011,3,17,21.5,23.4
"18386",2011,3,18,23.1,23.6
"18626",2011,3,19,22.1,23.3
"18867",2011,3,20,22.4,23.6
"19107",2011,3,21,22.9,23.7
"19347",2011,3,22,21.9,23.7
"19587",2011,3,23,22.9,23.6
"19827",2011,3,24,23,23.7
"20067",2011,3,25,21.9,23.6
"20307",2011,3,26,24.3,24
"20547",2011,3,27,24.9,24.1
"20787",2011,3,28,25.1,24.3
"21027",2011,3,29,24.4,24.8
"21267",2011,3,30,25.2,24.5
"21507",2011,3,31,25.2,24.8
"21746",2011,4,1,25.3,24.7
"21986",2011,4,2,25.3,24.4
"22226",2011,4,3,25.2,24.8
"22466",2011,4,4,25.2,25.1
"22706",2011,4,5,25.9,25.1
"22946",2011,4,6,21.5,25.2
"23186",2011,4,7,25.1,25.2
"23426",2011,4,8,25.5,25.7
"23666",2011,4,9,25.6,26
"23906",2011,4,10,25.5,26
"24146",2011,4,11,25.6,26.1
"24386",2011,4,12,25.7,26.3
"24626",2011,4,13,24.6,26.1
"24866",2011,4,14,22.9,25.8
"25106",2011,4,15,26.1,25.9
"25346",2011,4,16,26.3,26
"25586",2011,4,17,25.9,26.3
"25826",2011,4,18,25.9,26.4
"26066",2011,4,19,26.1,26.4
"26306",2011,4,20,25.9,26.5
"26546",2011,4,21,25.6,26.4
"26786",2011,4,22,24.7,26.1
"27026",2011,4,23,24.4,25.9
"27266",2011,4,24,25.2,25.7
"27506",2011,4,25,25.7,25.9
"27746",2011,4,26,26.4,26.4
"27986",2011,4,27,26.5,26.1
"28226",2011,4,28,26.5,26.3
"28466",2011,4,29,26.4,26.5
"28706",2011,4,30,26.6,26.6
"28946",2011,5,1,26.5,26.5
"29185",2011,5,2,26.2,26.5
"29425",2011,5,3,25.7,26.5
"29665",2011,5,4,25.4,26.7
"29905",2011,5,5,25.5,26.6
"30145",2011,5,6,25.4,26.6
"30385",2011,5,7,26,26.6
"30625",2011,5,8,26.2,26.6
"30865",2011,5,9,25,27
"31105",2011,5,10,25.3,27.2
"31345",2011,5,11,26.1,27.1
"31585",2011,5,12,26.7,27.2
"31825",2011,5,13,25.8,27
"32065",2011,5,14,26,27.1
"32305",2011,5,15,26.3,27.1
"32545",2011,5,16,24.2,26.8
"32785",2011,5,17,25.4,26.9
"33025",2011,5,18,24.1,26.9
"33265",2011,5,19,26.8,27.1
"33505",2011,5,20,27.1,27.2
"33745",2011,5,21,27,27.5
"33985",2011,5,22,26.9,27.7
"34225",2011,5,23,26.8,27.4
"34465",2011,5,24,26.4,27.4
"34704",2011,5,25,26.5,27.4
"34944",2011,5,26,26.8,27.4
"35184",2011,5,27,27,27.5
"35424",2011,5,28,27.1,28
"35664",2011,5,29,27,27.7
"35904",2011,5,30,26.7,27.5
"36144",2011,5,31,26.8,27.4
"36384",2011,6,1,24.5,27.2
"36624",2011,6,2,26.2,27.6
"36864",2011,6,3,26.5,27.4
"37104",2011,6,4,26.7,27.2
"37344",2011,6,5,26.4,27.4
"37584",2011,6,6,26.4,27.5
"37824",2011,6,7,26.9,27.5
"38064",2011,6,8,26.8,27.4
"38304",2011,6,9,27,27.4
"38544",2011,6,10,26.9,27.1
"38784",2011,6,11,25.5,27.4
"39024",2011,6,12,27.5,27.8
"39264",2011,6,13,27.7,27.8
"39504",2011,6,14,27.8,27.7
"39744",2011,6,15,27.7,27.7
"39984",2011,6,16,28,28
"40224",2011,6,17,28.6,28.1
"40464",2011,6,18,27.7,28.4
"40704",2011,6,19,28.5,28.6
"40944",2011,6,20,29,28.9
"41184",2011,6,21,28.6,29.2
"41424",2011,6,22,28.2,29.3
"41664",2011,6,23,28.5,28.8
"41904",2011,6,24,28.4,29
"42144",2011,6,25,28.6,29.1
"42384",2011,6,26,28.1,29.2
"42624",2011,6,27,29,29.3
"42864",2011,6,28,26.8,29.4
"43104",2011,6,29,28.1,29
"43344",2011,6,30,28.1,28.8
"43584",2011,7,1,28.6,29
"43824",2011,7,2,27.4,28.7
"44064",2011,7,3,27.6,28.9
"44304",2011,7,4,28.5,29
"44544",2011,7,5,28.2,29
"44784",2011,7,6,26.3,29.1
"45024",2011,7,7,25.6,28.9
"45264",2011,7,8,28.2,28.7
"45504",2011,7,9,28.5,28.9
"45744",2011,7,10,28.9,28.9
"45984",2011,7,11,28.7,29.2
"46224",2011,7,12,28.7,29.2
"46464",2011,7,13,28.7,29.3
"46704",2011,7,14,28.6,29.3
"46944",2011,7,15,28.9,29.4
"47184",2011,7,16,29.2,29.3
"47424",2011,7,17,29.1,29.4
"47664",2011,7,18,27.4,29.5
"47904",2011,7,19,28.5,29.7
"48144",2011,7,20,29.5,30
"48384",2011,7,21,29.6,30.2
"48624",2011,7,22,29.2,30.4
"48864",2011,7,23,29.8,30.2
"49104",2011,7,24,29.6,30
"49344",2011,7,25,29.6,30
"49584",2011,7,26,29,30.1
"49824",2011,7,27,29.6,29.9
"50064",2011,7,28,29.2,29.8
"50304",2011,7,29,29.4,30
"50544",2011,7,30,29.2,29.9
"50784",2011,7,31,29.1,30
"51024",2011,8,1,28.7,30.1
"51264",2011,8,2,29.6,30.4
"51504",2011,8,3,29.5,30.2
"51744",2011,8,4,29.9,30.2
"51984",2011,8,5,29.9,30.1
"52224",2011,8,6,30.1,30.4
"52464",2011,8,7,29.8,30.6
"52704",2011,8,8,29.6,30.3
"52944",2011,8,9,29.5,30.5
"53183",2011,8,10,29.5,30.4
"53423",2011,8,11,29,30.3
"53663",2011,8,12,29.7,30.4
"53903",2011,8,13,30.1,30.7
"54143",2011,8,14,29.9,30.7
"54383",2011,8,15,29.6,30.8
"54623",2011,8,16,27.7,30.8
"54863",2011,8,17,30.2,30.9
"55103",2011,8,18,29.8,30.9
"55343",2011,8,19,29.5,30.7
"55583",2011,8,20,28.6,30.7
"55823",2011,8,21,29.7,30.8
"56063",2011,8,22,29.7,30.8
"56303",2011,8,23,29.5,30.7
"56543",2011,8,24,29.6,30.8
"56783",2011,8,25,27,30.7
"57023",2011,8,26,28.9,30.4
"57263",2011,8,27,29.5,30.5
"57503",2011,8,28,28.2,30.6
"57743",2011,8,29,28.7,30.5
"57983",2011,8,30,29.5,30.5
"58223",2011,8,31,29.3,30.2
"58463",2011,9,1,29.4,30.2
"58703",2011,9,2,28.8,30.1
"58943",2011,9,3,28.4,30
"59183",2011,9,4,29.3,30.2
"59423",2011,9,5,29,30.2
"59663",2011,9,6,29.2,30.2
"59903",2011,9,7,29.4,30.4
"60143",2011,9,8,29,30.2
"60383",2011,9,9,29.7,30.3
"60623",2011,9,10,29.7,30.4
"60863",2011,9,11,29.6,30.5
"61103",2011,9,12,28.6,30.3
"61343",2011,9,13,29.1,30.3
"61583",2011,9,14,28.3,30.3
"61823",2011,9,15,28.3,30.1
"62063",2011,9,16,29.1,30.2
"62303",2011,9,17,29,30.1
"62544",2011,9,18,27.5,30.1
"62784",2011,9,19,29.1,29.7
"63024",2011,9,20,29,30
"63263",2011,9,21,28.9,29.9
"63503",2011,9,22,28,29.9
"63743",2011,9,23,29.7,29.9
"63983",2011,9,24,29.2,30
"64223",2011,9,25,28.8,29.9
"64463",2011,9,26,27.4,29.6
"64703",2011,9,27,26,29.4
"64943",2011,9,28,28.4,29.4
"65183",2011,9,29,28.7,29.5
"65423",2011,9,30,27.4,29.6
"65663",2011,10,1,26.1,29.4
"65903",2011,10,2,25.4,29.3
"66143",2011,10,3,27.8,29
"66383",2011,10,4,27.3,28.8
"66623",2011,10,5,27.2,28.5
"66863",2011,10,6,27.2,28.6
"67103",2011,10,7,27.1,28.5
"67343",2011,10,8,26.9,28.5
"67583",2011,10,9,26.9,28
"67823",2011,10,10,28,28.4
"68063",2011,10,11,28.2,28
"68303",2011,10,12,27.2,28.5
"68543",2011,10,13,28.3,28.6
"68783",2011,10,14,26.7,28.5
"69023",2011,10,15,27.5,28.3
"69263",2011,10,16,27.2,28
"69503",2011,10,17,25.7,27.9
"69743",2011,10,18,27.9,27.7
"69983",2011,10,19,23.7,27.7
"70223",2011,10,20,22.9,27.4
"70463",2011,10,21,20.5,26.8
"70703",2011,10,22,19.6,25.6
"70943",2011,10,23,21.2,27.1
"71183",2011,10,24,22.7,26.9
"71423",2011,10,25,21.8,26.5
"71663",2011,10,26,25.9,26.6
"71903",2011,10,27,26.7,26.7
"72143",2011,10,28,26.9,26.5
"72383",2011,10,29,26.9,26.7
"72623",2011,10,30,24.4,26.8
"72863",2011,10,31,25.3,26.6
"73103",2011,11,1,22.7,26.3
"73343",2011,11,2,25.6,26
"73583",2011,11,3,25,25.8
"73823",2011,11,4,23.2,26.1
"74063",2011,11,5,17.7,25.9
"74303",2011,11,6,24.7,25.1
"74543",2011,11,7,25.1,25.6
"7469",2011,11,8,22.7,25.6
"7493",2011,11,9,22.2,25.5
"7517",2011,11,10,21.2,24
"7541",2011,11,11,20.3,24.2
"7565",2011,11,12,23.1,24.3
"75891",2011,11,13,23.9,24.1
"7613",2011,11,14,25.4,25.2
"7637",2011,11,15,26.3,25.9
"7661",2011,11,16,26,26.1
"7685",2011,11,17,26.6,26.3
"7709",2011,11,18,25.4,26.2
"7733",2011,11,19,25.8,25.8
"7757",2011,11,20,25.3,25.6
"7781",2011,11,21,26.1,25.9
"7805",2011,11,22,25,26.2
"7829",2011,11,23,25.6,26.2
"7853",2011,11,24,22.2,25.9
"7877",2011,11,25,23.9,25.4
"7901",2011,11,26,24.7,25.8
"7925",2011,11,27,24.8,26
"7949",2011,11,28,25.1,26.1
"7973",2011,11,29,19.7,26
"7997",2011,11,30,19.3,25.3
"8021",2011,12,1,14.5,25.2
"8045",2011,12,2,22.8,24.1
"8069",2011,12,3,23.2,24.2
"8093",2011,12,4,23.7,24.6
"8117",2011,12,5,24.4,24.6
"8141",2011,12,6,24.3,24.6
"8165",2011,12,7,25.1,25.3
"8189",2011,12,8,16.4,24.9
"8213",2011,12,9,24.9,24.9
"8237",2011,12,10,24.8,25.7
"8261",2011,12,11,24.6,25.2
"8285",2011,12,12,24.4,25.3
"8309",2011,12,13,24.6,25.5
"8333",2011,12,14,23.8,25.1
"8357",2011,12,15,22.9,24.9
"8381",2011,12,16,23.7,24.8
"8405",2011,12,17,22.9,25
"8429",2011,12,18,20.6,25.1
"8453",2011,12,19,22.1,23.3
"8477",2011,12,20,22.9,24.9
"8501",2011,12,21,24.2,24.7
"8525",2011,12,22,24.2,24.6
"8549",2011,12,23,24.6,24.7
"8573",2011,12,24,24.2,24.6
"8597",2011,12,25,24.5,24.4
"8621",2011,12,26,24.2,24.4
"8645",2011,12,27,24.3,24.3
"8669",2011,12,28,17.4,24
"8693",2011,12,29,16.6,23
"8717",2011,12,30,18.6,23.4
"8741",2011,12,31,22.1,23.9
"1414",2012,1,1,23.5,23.6
"36",2012,1,2,20.1,23.9
"60",2012,1,3,14.2,22.7
"84",2012,1,4,9.2,22.4
"108",2012,1,5,14.7,21.7
"132",2012,1,6,15.7,22.7
"156",2012,1,7,18,22.7
"180",2012,1,8,20,23.8
"204",2012,1,9,22.7,24
"228",2012,1,10,22.7,24.4
"252",2012,1,11,23.5,23.9
"276",2012,1,12,21.6,23.3
"300",2012,1,13,21.4,23.3
"324",2012,1,14,14.3,22.7
"348",2012,1,15,16.4,22
"372",2012,1,16,20,22.3
"396",2012,1,17,22,22.6
"420",2012,1,18,23.1,22.7
"444",2012,1,19,19.5,22.6
"468",2012,1,20,22.1,22.9
"492",2012,1,21,22.1,23.6
"516",2012,1,22,21.2,23.5
"540",2012,1,23,23.5,24.4
"564",2012,1,24,23.5,24.1
"588",2012,1,25,23.5,23.6
"612",2012,1,26,23.9,23.7
"636",2012,1,27,24.5,23.9
"660",2012,1,28,22.7,24
"684",2012,1,29,21.2,23.8
"708",2012,1,30,22.6,23.8
"732",2012,1,31,22.6,24
"756",2012,2,1,23.3,25
"780",2012,2,2,23.6,24.6
"804",2012,2,3,23.7,24.9
"828",2012,2,4,23.5,24.8
"8521",2012,2,5,23.9,24.6
"876",2012,2,6,22.1,24.3
"900",2012,2,7,22,24.3
"924",2012,2,8,21.3,24.3
"948",2012,2,9,20.8,24.1
"972",2012,2,10,25,25.1
"996",2012,2,11,20.6,24.6
"1020",2012,2,12,11.1,22
"1044",2012,2,13,13.4,22.1
"1068",2012,2,14,21.4,23.8
"10921",2012,2,15,22.6,23.9
"11161",2012,2,16,23.4,24.4
"1140",2012,2,17,23.3,24.2
"1164",2012,2,18,24.3,24.2
"1188",2012,2,19,24.5,24.7
"1212",2012,2,20,19.4,23.5
"1236",2012,2,21,21.5,24.3
"12601",2012,2,22,23,24.1
"12841",2012,2,23,23.7,24
"13081",2012,2,24,24.5,24.2
"13321",2012,2,25,24.5,24.3
"13561",2012,2,26,24.1,24.5
"13801",2012,2,27,24.5,24.3
"14041",2012,2,28,24.5,24.4
"14281",2012,2,29,24.5,25.2
"14521",2012,3,1,24.6,25.2
"14762",2012,3,2,25,25.3
"15002",2012,3,3,25.2,25.1
"15242",2012,3,4,25.7,25
"15482",2012,3,5,15.7,23.7
"15722",2012,3,6,21.7,23.4
"15962",2012,3,7,22.7,24.1
"16202",2012,3,8,23.8,24.1
"16441",2012,3,9,24.2,25.1
"16681",2012,3,10,24.2,25.1
"16921",2012,3,11,24.2,25.4
"17161",2012,3,12,23.4,25.3
"17401",2012,3,13,23.3,25.2
"17641",2012,3,14,23.8,25.1
"17881",2012,3,15,24.1,25
"18121",2012,3,16,23.8,24.8
"18361",2012,3,17,23.8,24.3
"18601",2012,3,18,23.6,24.7
"18841",2012,3,19,23.8,24.6
"19081",2012,3,20,23.5,24.8
"19321",2012,3,21,24.6,25.1
"19561",2012,3,22,24.3,25.2
"19801",2012,3,23,24.2,25.2
"2004",2012,3,24,24.2,25.2
"2028",2012,3,25,24.9,25.1
"2052",2012,3,26,21.3,24.6
"2076",2012,3,27,21.9,24.9
"2100",2012,3,28,23.4,24.8
"2124",2012,3,29,23.3,24.6
"2148",2012,3,30,24.2,24.6
"2172",2012,3,31,24.9,24.8
"2196",2012,4,1,23.8,25
"2220",2012,4,2,23.5,25
"2244",2012,4,3,24.2,25.3
"22681",2012,4,4,25.6,25.4
"22921",2012,4,5,22.9,25.4
"2316",2012,4,6,25.7,25.5
"2340",2012,4,7,21.9,25.2
"2364",2012,4,8,23.4,25.1
"2388",2012,4,9,24,25.2
"2412",2012,4,10,24.3,25.4
"2436",2012,4,11,23.7,25.9
"2460",2012,4,12,22.2,25.9
"2484",2012,4,13,24.8,25.6
"2508",2012,4,14,24.6,25.7
"2532",2012,4,15,23.4,25.6
"2556",2012,4,16,23.4,25.4
"2580",2012,4,17,24.4,25.2
"2604",2012,4,18,24.4,25.4
"2628",2012,4,19,24.8,25.4
"2652",2012,4,20,25.4,25.9
"2676",2012,4,21,21,25.7
"2700",2012,4,22,25,25.3
"2724",2012,4,23,21.3,24.6
"2748",2012,4,24,19,24.3
"2772",2012,4,25,19.4,23.9
"2796",2012,4,26,22.9,24.1
"2820",2012,4,27,24.2,24.3
"2844",2012,4,28,24.1,24.7
"2868",2012,4,29,22.9,24.7
"2892",2012,4,30,24.5,24.7
"29161",2012,5,1,24.8,24.6
"29401",2012,5,2,25.1,25.2
"29641",2012,5,3,25,24.9
"29881",2012,5,4,24.8,25.3
"30121",2012,5,5,24.9,25.5
"30361",2012,5,6,25.6,25.6
"30601",2012,5,7,25.6,25.6
"30841",2012,5,8,25.9,25.9
"3108",2012,5,9,26.3,26.2
"3132",2012,5,10,26.1,26.2
"3156",2012,5,11,25,26.2
"3180",2012,5,12,26.7,26.4
"3204",2012,5,13,26.1,26.5
"3228",2012,5,14,26,26.7
"3252",2012,5,15,27.1,26.8
"3276",2012,5,16,25.6,26.8
"3300",2012,5,17,23.7,26.9
"3324",2012,5,18,26.5,27
"3348",2012,5,19,23.9,26.8
"3372",2012,5,20,24.3,26.8
"3396",2012,5,21,26.6,27
"3420",2012,5,22,26.4,27
"3444",2012,5,23,23.2,27
"3468",2012,5,24,24.4,26.8
"3492",2012,5,25,25.9,26.7
"3516",2012,5,26,26.8,27
"3540",2012,5,27,27.1,27.5
"3564",2012,5,28,27.7,28.1
"3588",2012,5,29,27.5,27.7
"3612",2012,5,30,27.6,28.4
"36581",2012,6,1,23.2,27.6
"36821",2012,6,2,27,26.8
"37061",2012,6,3,26.7,27.7
"37301",2012,6,4,27.6,28.1
"37541",2012,6,5,27.7,27.8
"37781",2012,6,6,27.9,28.1
"38021",2012,6,7,27.7,27.3
"38261",2012,6,8,27.6,28
"38501",2012,6,9,27.4,27.8
"38741",2012,6,10,28.4,28.2
"38981",2012,6,11,27.7,28.6
"39221",2012,6,12,27.2,28.2
"39461",2012,6,13,26.7,28.3
"39701",2012,6,14,27.7,28.5
"39941",2012,6,15,28.3,28.6
"40181",2012,6,16,27.2,28.8
"40421",2012,6,17,27.2,28.6
"40661",2012,6,18,26.5,28.3
"40901",2012,6,19,27.4,28.3
"41141",2012,6,20,27.3,28
"41381",2012,6,21,26.4,28
"41621",2012,6,22,25.5,27.9
"41861",2012,6,23,27.5,28
"42101",2012,6,24,28.1,27.9
"42341",2012,6,25,27.8,27.8
"42581",2012,6,26,27.9,27.7
"42821",2012,6,27,28,27.8
"43061",2012,6,28,28,27.9
"43301",2012,6,29,28,28
"43541",2012,6,30,27.4,27.9
"43781",2012,7,1,28.1,28.5
"44021",2012,7,2,28.6,28.9
"44261",2012,7,3,28.4,28.5
"44501",2012,7,4,28.4,29
"44741",2012,7,5,28.3,28.8
"44981",2012,7,6,28.3,28.7
"45221",2012,7,7,28.7,29
"45462",2012,7,8,28.1,28.7
"45701",2012,7,9,26,28.8
"45941",2012,7,10,26.6,28.7
"46181",2012,7,11,25.2,28.2
"46421",2012,7,12,26.3,28.5
"46661",2012,7,13,27.5,28.5
"46901",2012,7,14,27.7,28.5
"47141",2012,7,15,26.7,28.7
"47381",2012,7,16,27.8,28.7
"47621",2012,7,17,28.4,28.8
"47861",2012,7,18,28.3,28.8
"48101",2012,7,19,28.5,29
"48341",2012,7,20,28.7,29.1
"48581",2012,7,21,28.8,29.1
"48821",2012,7,22,28.6,29.2
"49061",2012,7,23,28.2,28.8
"49301",2012,7,24,28.7,29.1
"49541",2012,7,25,28.4,28.7
"49781",2012,7,26,28.7,29
"50021",2012,7,27,28.7,29.4
"50261",2012,7,28,28.5,29.4
"50501",2012,7,29,28.5,29.6
"50741",2012,7,30,28.7,29.3
"50981",2012,7,31,29.1,29.7
"51221",2012,8,1,29,29.7
"51461",2012,8,2,29.8,29.7
"51701",2012,8,3,29.6,29.7
"51941",2012,8,4,29.2,29.7
"52181",2012,8,5,29.1,29.7
"52421",2012,8,6,28.3,30
"52661",2012,8,7,29,29.5
"52901",2012,8,8,29,29.3
"53141",2012,8,9,29,29.4
"53381",2012,8,10,28.2,29.4
"53621",2012,8,11,27.4,29.2
"53861",2012,8,12,28.3,29.2
"54101",2012,8,13,29.1,29.6
"54341",2012,8,14,29,29.7
"54581",2012,8,15,29,29.8
"54821",2012,8,16,29.6,29.9
"55061",2012,8,17,29.3,29.9
"55301",2012,8,18,29.1,29.9
"55541",2012,8,19,28.9,30.1
"55781",2012,8,20,29.1,30.1
"56021",2012,8,21,29.2,30.1
"56261",2012,8,22,28.8,29.6
"56501",2012,8,23,29.2,29.8
"56741",2012,8,24,27.7,29.5
"56981",2012,8,25,24.7,29.4
"57221",2012,8,26,26.9,29.1
"57461",2012,8,27,27.6,29
"57701",2012,8,28,28.1,29
"5794",2012,8,29,28.2,28.9
"5818",2012,8,30,28.3,28.3
"5842",2012,8,31,28.6,28.7
"5866",2012,9,1,28.4,28.8
"5890",2012,9,2,28.4,28.8
"5914",2012,9,3,28.5,29
"5938",2012,9,4,25.2,28.7
"59611",2012,9,5,28.7,28.9
"59851",2012,9,6,28.6,28.7
"60091",2012,9,7,28.8,28.9
"60331",2012,9,8,28.8,29.5
"60571",2012,9,9,28.6,28.9
"60811",2012,9,10,28.4,28.8
"61051",2012,9,11,28.2,28.9
"61291",2012,9,12,28.5,29.3
"6153",2012,9,13,27.7,28.9
"6177",2012,9,14,28.6,29
"6201",2012,9,15,28.5,29
"6225",2012,9,16,25.4,28.9
"6249",2012,9,17,27.3,28.9
"6273",2012,9,18,28.6,28.9
"6297",2012,9,19,27.1,28.6
"6321",2012,9,20,28.8,28.8
"6345",2012,9,21,27.2,28.2
"6369",2012,9,22,27.1,28.5
"6393",2012,9,23,27,28.8
"6417",2012,9,24,27,28.7
"6441",2012,9,25,28.4,28.2
"6465",2012,9,26,28.3,28.6
"6489",2012,9,27,28,28.6
"6513",2012,9,28,28.3,28.6
"6537",2012,9,29,28.1,28.8
"6561",2012,9,30,26.9,28.7
"6585",2012,10,1,27.7,28.7
"6609",2012,10,2,27.4,28.2
"6633",2012,10,3,28.4,28.5
"6657",2012,10,4,28.7,28.5
"6681",2012,10,5,28.4,28.6
"6705",2012,10,6,28.4,28.6
"6729",2012,10,7,28.7,28.6
"6753",2012,10,8,28.4,28.4
"6777",2012,10,9,28,28.6
"6801",2012,10,10,28.2,28.5
"6825",2012,10,11,27.2,28.5
"6849",2012,10,12,27,28.1
"6873",2012,10,13,26.6,27.7
"6897",2012,10,14,27.6,28.1
"6921",2012,10,15,27.8,27.9
"6945",2012,10,16,26,28.2
"6969",2012,10,17,27.7,28.2
"6993",2012,10,18,25.2,28.3
"7017",2012,10,19,28.2,28.2
"7041",2012,10,20,27,28.3
"7065",2012,10,21,26.4,28.3
"7089",2012,10,22,27,27.8
"7113",2012,10,23,26.8,27.4
"7137",2012,10,24,27.4,27.9
"7161",2012,10,25,26.5,27.6
"7185",2012,10,26,23.3,27.6
"72091",2012,10,27,24.4,27.4
"72331",2012,10,28,23.8,27.2
"72571",2012,10,29,19.4,26.4
"72811",2012,10,30,19,26.5
"73051",2012,10,31,20.5,26.9
"73291",2012,11,1,21.9,27.1
"73531",2012,11,2,23.6,27.1
"73771",2012,11,3,21.6,27.4
"74011",2012,11,4,23.1,27.4
"74251",2012,11,5,22.9,27
"74491",2012,11,6,23.5,26.8
"74731",2012,11,7,20.7,27
"74971",2012,11,8,17.1,26.8
"75211",2012,11,9,17.6,26.1
"75451",2012,11,10,23.2,26
"75691",2012,11,11,24.2,26.4
"75931",2012,11,12,24.8,26.4
"76171",2012,11,13,25.1,26.3
"76411",2012,11,14,24.8,26.1
"76651",2012,11,15,24.5,26.1
"7689",2012,11,16,21,26.2
"7713",2012,11,17,21.2,26.2
"7737",2012,11,18,21.7,25.4
"7761",2012,11,19,19.8,25.8
"7785",2012,11,20,15.9,25.1
"7809",2012,11,21,18,25.2
"7833",2012,11,22,16.4,24.6
"7857",2012,11,23,16.3,25.1
"7881",2012,11,24,17,25.2
"7905",2012,11,25,15.9,24.6
"7929",2012,11,26,23.6,25.5
"7953",2012,11,27,24.1,25.9
"7977",2012,11,28,22.1,25.6
"8001",2012,11,29,21,25.5
"8025",2012,11,30,23.6,25.6
"8049",2012,12,1,24.2,25.1
"8073",2012,12,2,24.1,25
"8097",2012,12,3,24,25.8
"8121",2012,12,4,23.8,25.7
"8145",2012,12,5,23.8,25.2
"8169",2012,12,6,24.1,25.6
"8193",2012,12,7,24.1,25.6
"8217",2012,12,8,25,25.5
"8241",2012,12,9,25.9,25.6
"8265",2012,12,10,25.9,25.6
"8289",2012,12,11,26,25.6
"8313",2012,12,12,25.6,25.7
"8337",2012,12,13,25.5,25.8
"8361",2012,12,14,20.4,25.5
"8385",2012,12,15,23.8,25.8
"8409",2012,12,16,24.4,25.3
"8433",2012,12,17,24.9,25.7
"8457",2012,12,18,24.1,25.7
"8481",2012,12,19,23.1,25.9
"8505",2012,12,20,24.9,25.9
"8529",2012,12,21,24.5,25.8
"8553",2012,12,22,11.3,23.8
"8577",2012,12,23,15.9,24.5
"8601",2012,12,24,22.6,24.6
"8625",2012,12,25,23.4,24.6
"8649",2012,12,26,24.7,24.8
"8673",2012,12,27,16.2,24.5
"8697",2012,12,28,23.3,24.7
"8721",2012,12,29,25.1,25.1
